source,date,value
GCAG,1980-03-15,0.28
GCAG,1980-04-15,0.33
GISTEMP,1980-04-15,0.3
GISTEMP,1980-05-15,0.35
GCAG,1980-05-15,0.37
GCAG,1980-06-15,0.26
GISTEMP,1980-06-15,.20
GCAG,1980-07-15,0.23
GISTEMP,1980-07-15,.22
GCAG,1980-08-15,0.21
GISTEMP,1980-08-15,.18
GISTEMP,1980-09-15,.20
GCAG,1980-09-15,0.2
GISTEMP,1980-10-15,.13
GCAG,1980-10-15,0.18
GCAG,1980-11-15,0.31
GISTEMP,1980-11-15,.29
GISTEMP,1980-12-15,.21
GCAG,1980-12-15,0.27
GISTEMP,1981-01-15,0.53
GCAG,1981-01-15,0.51
GCAG,1981-02-15,0.4
GISTEMP,1981-02-15,0.42
GCAG,1981-03-15,0.44
GISTEMP,1981-03-15,0.48
GISTEMP,1981-04-15,0.32
GCAG,1981-04-15,0.35
GCAG,1981-05-15,0.27
GISTEMP,1981-05-15,0.25
GCAG,1981-06-15,0.31
GISTEMP,1981-06-15,.29
GCAG,1981-07-15,0.24
GISTEMP,1981-07-15,.32
GCAG,1981-08-15,0.24
GISTEMP,1981-08-15,.35
GISTEMP,1981-09-15,.15
GCAG,1981-09-15,0.18
GCAG,1981-10-15,0.18
GISTEMP,1981-10-15,.12
GCAG,1981-11-15,0.27
GISTEMP,1981-11-15,.23
GISTEMP,1981-12-15,.41
GCAG,1981-12-15,0.48
GCAG,1982-01-15,0.14
GISTEMP,1982-01-15,0.05
GISTEMP,1982-02-15,0.15
GCAG,1982-02-15,0.19
GCAG,1982-03-15,0.1
GISTEMP,1982-03-15,0.03
GISTEMP,1982-04-15,0.15
GCAG,1982-04-15,0.22
GCAG,1982-05-15,0.21
GISTEMP,1982-05-15,0.18
GCAG,1982-06-15,0.14
GISTEMP,1982-06-15,.06
GCAG,1982-07-15,0.16
GISTEMP,1982-07-15,.14
GCAG,1982-08-15,0.14
GISTEMP,1982-08-15,.04
GISTEMP,1982-09-15,.14
GCAG,1982-09-15,0.24
GCAG,1982-10-15,0.18
GISTEMP,1982-10-15,.13
GISTEMP,1982-11-15,.17
GCAG,1982-11-15,0.15
GCAG,1982-12-15,0.43
GISTEMP,1982-12-15,.42
GISTEMP,1983-01-15,0.53
GCAG,1983-01-15,0.53
GCAG,1983-02-15,0.49
GISTEMP,1983-02-15,0.43
GISTEMP,1983-03-15,0.41
GCAG,1983-03-15,0.42
GCAG,1983-04-15,0.29
GISTEMP,1983-04-15,0.27
GISTEMP,1983-05-15,0.34
GCAG,1983-05-15,0.31
GCAG,1983-06-15,0.3
GISTEMP,1983-06-15,.22
GISTEMP,1983-07-15,.18
GCAG,1983-07-15,0.3
GCAG,1983-08-15,0.36
GISTEMP,1983-08-15,.35
GISTEMP,1983-09-15,.37
GCAG,1983-09-15,0.34
GCAG,1983-10-15,0.24
GISTEMP,1983-10-15,.17
GCAG,1983-11-15,0.45
GISTEMP,1983-11-15,.30
GCAG,1983-12-15,0.28
GISTEMP,1983-12-15,.16
GISTEMP,1984-01-15,0.31
GCAG,1984-01-15,0.29
GCAG,1984-02-15,0.18
GISTEMP,1984-02-15,0.14
GISTEMP,1984-03-15,0.26
GCAG,1984-03-15,0.3
GCAG,1984-04-15,0.14
GISTEMP,1984-04-15,0.06
GISTEMP,1984-05-15,0.33
GCAG,1984-05-15,0.31
GISTEMP,1984-06-15,.02
GCAG,1984-06-15,0.14
GISTEMP,1984-07-15,.19
GCAG,1984-07-15,0.15
GISTEMP,1984-08-15,.19
GCAG,1984-08-15,0.19
GISTEMP,1984-09-15,.21
GCAG,1984-09-15,0.18
GISTEMP,1984-10-15,.13
GCAG,1984-10-15,0.14
GISTEMP,1984-11-15,.07
GCAG,1984-11-15,0.06
GISTEMP,1984-12-15,-.04
GCAG,1984-12-15,-0.08
GISTEMP,1985-01-15,0.22
GCAG,1985-01-15,0.22
GISTEMP,1985-02-15,-0.04
GCAG,1985-02-15,0.06
GISTEMP,1985-03-15,0.17
GCAG,1985-03-15,0.2
GISTEMP,1985-04-15,0.12
GCAG,1985-04-15,0.15
GISTEMP,1985-05-15,0.14
GCAG,1985-05-15,0.21
GISTEMP,1985-06-15,.15
GCAG,1985-06-15,0.15
GCAG,1985-07-15,0.1
GISTEMP,1985-07-15,.04
GISTEMP,1985-08-15,.16
GCAG,1985-08-15,0.16
GISTEMP,1985-09-15,.13
GCAG,1985-09-15,0.14
GISTEMP,1985-10-15,.11
GCAG,1985-10-15,0.14
GISTEMP,1985-11-15,.05
GCAG,1985-11-15,0.13
GISTEMP,1985-12-15,.14
GCAG,1985-12-15,0.22
GISTEMP,1986-01-15,0.26
GCAG,1986-01-15,0.31
GISTEMP,1986-02-15,0.37
GCAG,1986-02-15,0.3
GCAG,1986-03-15,0.3
GISTEMP,1986-03-15,0.3
GISTEMP,1986-04-15,0.22
GCAG,1986-04-15,0.26
GISTEMP,1986-05-15,0.21
GCAG,1986-05-15,0.26
GISTEMP,1986-06-15,.12
GCAG,1986-06-15,0.24
GISTEMP,1986-07-15,.11
GCAG,1986-07-15,0.17
GISTEMP,1986-08-15,.16
GCAG,1986-08-15,0.2
GISTEMP,1986-09-15,.03
GCAG,1986-09-15,0.17
GISTEMP,1986-10-15,.15
GCAG,1986-10-15,0.22
GISTEMP,1986-11-15,.10
GCAG,1986-11-15,0.16
GCAG,1986-12-15,0.22
GISTEMP,1986-12-15,.13
GCAG,1987-01-15,0.32
GISTEMP,1987-01-15,0.32
GISTEMP,1987-02-15,0.43
GCAG,1987-02-15,0.5
GCAG,1987-03-15,0.27
GISTEMP,1987-03-15,0.18
GISTEMP,1987-04-15,0.24
GCAG,1987-04-15,0.3
GCAG,1987-05-15,0.36
GISTEMP,1987-05-15,0.25
GISTEMP,1987-06-15,.34
GCAG,1987-06-15,0.33
GCAG,1987-07-15,0.43
GISTEMP,1987-07-15,.40
GISTEMP,1987-08-15,.25
GCAG,1987-08-15,0.4
GCAG,1987-09-15,0.45
GISTEMP,1987-09-15,.35
GCAG,1987-10-15,0.35
GISTEMP,1987-10-15,.32
GCAG,1987-11-15,0.35
GISTEMP,1987-11-15,.29
GISTEMP,1987-12-15,.46
GCAG,1987-12-15,0.53
GCAG,1988-01-15,0.56
GISTEMP,1988-01-15,0.56
GISTEMP,1988-02-15,0.44
GCAG,1988-02-15,0.44
GCAG,1988-03-15,0.53
GISTEMP,1988-03-15,0.51
GISTEMP,1988-04-15,0.42
GCAG,1988-04-15,0.46
GCAG,1988-05-15,0.41
GISTEMP,1988-05-15,0.44
GCAG,1988-06-15,0.4
GISTEMP,1988-06-15,.40
GCAG,1988-07-15,0.37
GISTEMP,1988-07-15,.33
GCAG,1988-08-15,0.34
GISTEMP,1988-08-15,.39
GISTEMP,1988-09-15,.36
GCAG,1988-09-15,0.34
GISTEMP,1988-10-15,.38
GCAG,1988-10-15,0.31
GISTEMP,1988-11-15,.12
GCAG,1988-11-15,0.2
GISTEMP,1988-12-15,.28
GCAG,1988-12-15,0.34
GISTEMP,1989-01-15,0.12
GCAG,1989-01-15,0.17
GISTEMP,1989-02-15,0.3
GCAG,1989-02-15,0.3
GISTEMP,1989-03-15,0.36
GCAG,1989-03-15,0.35
GISTEMP,1989-04-15,0.29
GCAG,1989-04-15,0.29
GISTEMP,1989-05-15,0.17
GCAG,1989-05-15,0.28
GISTEMP,1989-06-15,.17
GCAG,1989-06-15,0.26
GISTEMP,1989-07-15,.34
GCAG,1989-07-15,0.32
GISTEMP,1989-08-15,.33
GCAG,1989-08-15,0.32
GISTEMP,1989-09-15,.34
GCAG,1989-09-15,0.31
GCAG,1989-10-15,0.29
GISTEMP,1989-10-15,.29
GCAG,1989-11-15,0.23
GISTEMP,1989-11-15,.20
GCAG,1989-12-15,0.4
GISTEMP,1989-12-15,.37
GCAG,1990-01-15,0.36
GISTEMP,1990-01-15,0.41
GCAG,1990-02-15,0.41
GISTEMP,1990-02-15,0.44
GCAG,1990-03-15,0.76
GISTEMP,1990-03-15,0.8
GCAG,1990-04-15,0.53
GISTEMP,1990-04-15,0.56
GCAG,1990-05-15,0.47
GISTEMP,1990-05-15,0.45
GCAG,1990-06-15,0.42
GISTEMP,1990-06-15,.37
GCAG,1990-07-15,0.39
GISTEMP,1990-07-15,.46
GCAG,1990-08-15,0.39
GISTEMP,1990-08-15,.34
GCAG,1990-09-15,0.33
GISTEMP,1990-09-15,.23
GISTEMP,1990-10-15,.44
GCAG,1990-10-15,0.43
GCAG,1990-11-15,0.47
GISTEMP,1990-11-15,.46
GCAG,1990-12-15,0.42
GISTEMP,1990-12-15,.41
GISTEMP,1991-01-15,0.43
GCAG,1991-01-15,0.43
GCAG,1991-02-15,0.46
GISTEMP,1991-02-15,0.5
GCAG,1991-03-15,0.36
GISTEMP,1991-03-15,0.35
GCAG,1991-04-15,0.52
GISTEMP,1991-04-15,0.51
GCAG,1991-05-15,0.4
GISTEMP,1991-05-15,0.34
GCAG,1991-06-15,0.49
GISTEMP,1991-06-15,.53
GISTEMP,1991-07-15,.47
GCAG,1991-07-15,0.42
GISTEMP,1991-08-15,.39
GCAG,1991-08-15,0.37
GCAG,1991-09-15,0.35
GISTEMP,1991-09-15,.44
GCAG,1991-10-15,0.29
GISTEMP,1991-10-15,.29
GCAG,1991-11-15,0.3
GISTEMP,1991-11-15,.30
GCAG,1991-12-15,0.28
GISTEMP,1991-12-15,.32
GCAG,1992-01-15,0.46
GISTEMP,1992-01-15,0.47
GCAG,1992-02-15,0.43
GISTEMP,1992-02-15,0.4
GCAG,1992-03-15,0.44
GISTEMP,1992-03-15,0.48
GCAG,1992-04-15,0.3
GISTEMP,1992-04-15,0.27
GISTEMP,1992-05-15,0.31
GCAG,1992-05-15,0.32
GISTEMP,1992-06-15,.25
GCAG,1992-06-15,0.27
GISTEMP,1992-07-15,.08
GCAG,1992-07-15,0.11
GISTEMP,1992-08-15,.08
GCAG,1992-08-15,0.11
GCAG,1992-09-15,0.05
GISTEMP,1992-09-15,-.01
GISTEMP,1992-10-15,.06
GCAG,1992-10-15,0.05
GCAG,1992-11-15,0.04
GISTEMP,1992-11-15,.03
GCAG,1992-12-15,0.25
GISTEMP,1992-12-15,.21
GCAG,1993-01-15,0.36
GISTEMP,1993-01-15,0.34
GCAG,1993-02-15,0.38
GISTEMP,1993-02-15,0.37
GCAG,1993-03-15,0.41
GISTEMP,1993-03-15,0.36
GCAG,1993-04-15,0.31
GISTEMP,1993-04-15,0.28
GCAG,1993-05-15,0.35
GISTEMP,1993-05-15,0.28
GCAG,1993-06-15,0.33
GISTEMP,1993-06-15,.23
GCAG,1993-07-15,0.27
GISTEMP,1993-07-15,.25
GCAG,1993-08-15,0.22
GISTEMP,1993-08-15,.11
GISTEMP,1993-09-15,.12
GCAG,1993-09-15,0.18
GISTEMP,1993-10-15,.23
GCAG,1993-10-15,0.22
GISTEMP,1993-11-15,.03
GCAG,1993-11-15,0.07
GISTEMP,1993-12-15,.18
GCAG,1993-12-15,0.27
GISTEMP,1994-01-15,0.26
GCAG,1994-01-15,0.26
GISTEMP,1994-02-15,0.02
GCAG,1994-02-15,0.07
GISTEMP,1994-03-15,0.29
GCAG,1994-03-15,0.38
GISTEMP,1994-04-15,0.41
GCAG,1994-04-15,0.36
GISTEMP,1994-05-15,0.28
GCAG,1994-05-15,0.4
GISTEMP,1994-06-15,.43
GCAG,1994-06-15,0.4
GISTEMP,1994-07-15,.30
GCAG,1994-07-15,0.31
GISTEMP,1994-08-15,.21
GCAG,1994-08-15,0.3
GISTEMP,1994-09-15,.32
GCAG,1994-09-15,0.33
GISTEMP,1994-10-15,.42
GCAG,1994-10-15,0.42
GISTEMP,1994-11-15,.44
GCAG,1994-11-15,0.45
GISTEMP,1994-12-15,.38
GCAG,1994-12-15,0.42
GISTEMP,1995-01-15,0.52
GCAG,1995-01-15,0.56
GISTEMP,1995-02-15,0.79
GCAG,1995-02-15,0.73
GISTEMP,1995-03-15,0.46
GCAG,1995-03-15,0.5
GISTEMP,1995-04-15,0.46
GCAG,1995-04-15,0.45
GISTEMP,1995-05-15,0.27
GCAG,1995-05-15,0.37
GISTEMP,1995-06-15,.43
GCAG,1995-06-15,0.46
GISTEMP,1995-07-15,.45
GCAG,1995-07-15,0.42
GISTEMP,1995-08-15,.45
GCAG,1995-08-15,0.5
GISTEMP,1995-09-15,.34
GCAG,1995-09-15,0.4
GISTEMP,1995-10-15,.47
GCAG,1995-10-15,0.44
GCAG,1995-11-15,0.45
GISTEMP,1995-11-15,.44
GISTEMP,1995-12-15,.25
GCAG,1995-12-15,0.33
GISTEMP,1996-01-15,0.24
GCAG,1996-01-15,0.25
GISTEMP,1996-02-15,0.46
GCAG,1996-02-15,0.46
GCAG,1996-03-15,0.34
GISTEMP,1996-03-15,0.32
GCAG,1996-04-15,0.26
GISTEMP,1996-04-15,0.33
GISTEMP,1996-05-15,0.28
GCAG,1996-05-15,0.39
GCAG,1996-06-15,0.34
GISTEMP,1996-06-15,.25
GISTEMP,1996-07-15,.36
GCAG,1996-07-15,0.33
GCAG,1996-08-15,0.35
GISTEMP,1996-08-15,.48
GISTEMP,1996-09-15,.24
GCAG,1996-09-15,0.25
GISTEMP,1996-10-15,.19
GCAG,1996-10-15,0.21
GISTEMP,1996-11-15,.38
GCAG,1996-11-15,0.29
GCAG,1996-12-15,0.38
GISTEMP,1996-12-15,.37
GCAG,1997-01-15,0.34
GISTEMP,1997-01-15,0.29
GCAG,1997-02-15,0.44
GISTEMP,1997-02-15,0.41
GISTEMP,1997-03-15,0.51
GCAG,1997-03-15,0.5
GCAG,1997-04-15,0.42
GISTEMP,1997-04-15,0.34
GCAG,1997-05-15,0.42
GISTEMP,1997-05-15,0.34
GISTEMP,1997-06-15,.54
GCAG,1997-06-15,0.53
GCAG,1997-07-15,0.5
GISTEMP,1997-07-15,.33
GISTEMP,1997-08-15,.41
GCAG,1997-08-15,0.55
GISTEMP,1997-09-15,.52
GCAG,1997-09-15,0.61
GISTEMP,1997-10-15,.61
GCAG,1997-10-15,0.64
GISTEMP,1997-11-15,.64
GCAG,1997-11-15,0.58
GISTEMP,1997-12-15,.59
GCAG,1997-12-15,0.63
GISTEMP,1998-01-15,0.58
GCAG,1998-01-15,0.6
GCAG,1998-02-15,0.87
GISTEMP,1998-02-15,0.88
GCAG,1998-03-15,0.68
GISTEMP,1998-03-15,0.63
GCAG,1998-04-15,0.76
GISTEMP,1998-04-15,0.64
GCAG,1998-05-15,0.7
GISTEMP,1998-05-15,0.68
GCAG,1998-06-15,0.73
GISTEMP,1998-06-15,.77
GCAG,1998-07-15,0.74
GISTEMP,1998-07-15,.66
GISTEMP,1998-08-15,.65
GCAG,1998-08-15,0.71
GCAG,1998-09-15,0.52
GISTEMP,1998-09-15,.42
GCAG,1998-10-15,0.48
GISTEMP,1998-10-15,.41
GCAG,1998-11-15,0.42
GISTEMP,1998-11-15,.43
GCAG,1998-12-15,0.6
GISTEMP,1998-12-15,.55
GISTEMP,1999-01-15,0.48
GCAG,1999-01-15,0.51
GCAG,1999-02-15,0.7
GISTEMP,1999-02-15,0.64
GISTEMP,1999-03-15,0.32
GCAG,1999-03-15,0.4
GCAG,1999-04-15,0.47
GISTEMP,1999-04-15,0.32
GCAG,1999-05-15,0.4
GISTEMP,1999-05-15,0.27
GCAG,1999-06-15,0.42
GISTEMP,1999-06-15,.36
GCAG,1999-07-15,0.4
GISTEMP,1999-07-15,.38
GCAG,1999-08-15,0.36
GISTEMP,1999-08-15,.31
GCAG,1999-09-15,0.38
GISTEMP,1999-09-15,.38
GCAG,1999-10-15,0.35
GISTEMP,1999-10-15,.34
GISTEMP,1999-11-15,.37
GCAG,1999-11-15,0.35
GISTEMP,1999-12-15,.41
GCAG,1999-12-15,0.53
GCAG,2000-01-15,0.34
GISTEMP,2000-01-15,0.25
GCAG,2000-02-15,0.56
GISTEMP,2000-02-15,0.56
GISTEMP,2000-03-15,0.55
GCAG,2000-03-15,0.55
GCAG,2000-04-15,0.64
GISTEMP,2000-04-15,0.57
GISTEMP,2000-05-15,0.35
GCAG,2000-05-15,0.43
GISTEMP,2000-06-15,.40
GCAG,2000-06-15,0.39
GISTEMP,2000-07-15,.39
GCAG,2000-07-15,0.4
GISTEMP,2000-08-15,.42
GCAG,2000-08-15,0.46
GISTEMP,2000-09-15,.38
GCAG,2000-09-15,0.42
GISTEMP,2000-10-15,.26
GCAG,2000-10-15,0.32
GISTEMP,2000-11-15,.30
GCAG,2000-11-15,0.26
GISTEMP,2000-12-15,.28
GCAG,2000-12-15,0.32
GISTEMP,2001-01-15,0.45
GCAG,2001-01-15,0.47
GISTEMP,2001-02-15,0.44
GCAG,2001-02-15,0.41
GISTEMP,2001-03-15,0.55
GCAG,2001-03-15,0.64
GISTEMP,2001-04-15,0.5
GCAG,2001-04-15,0.59
GISTEMP,2001-05-15,0.57
GCAG,2001-05-15,0.61
GISTEMP,2001-06-15,.52
GCAG,2001-06-15,0.55
GCAG,2001-07-15,0.6
GISTEMP,2001-07-15,.59
GCAG,2001-08-15,0.61
GISTEMP,2001-08-15,.49
GCAG,2001-09-15,0.54
GISTEMP,2001-09-15,.52
GCAG,2001-10-15,0.52
GISTEMP,2001-10-15,.50
GCAG,2001-11-15,0.71
GISTEMP,2001-11-15,.72
GCAG,2001-12-15,0.57
GISTEMP,2001-12-15,.56
GCAG,2002-01-15,0.71
GISTEMP,2002-01-15,0.77
GCAG,2002-02-15,0.79
GISTEMP,2002-02-15,0.79
GCAG,2002-03-15,0.82
GISTEMP,2002-03-15,0.88
GCAG,2002-04-15,0.58
GISTEMP,2002-04-15,0.58
GCAG,2002-05-15,0.59
GISTEMP,2002-05-15,0.64
GCAG,2002-06-15,0.6
GISTEMP,2002-06-15,.53
GCAG,2002-07-15,0.63
GISTEMP,2002-07-15,.61
GCAG,2002-08-15,0.56
GISTEMP,2002-08-15,.53
GCAG,2002-09-15,0.58
GISTEMP,2002-09-15,.63
GISTEMP,2002-10-15,.53
GCAG,2002-10-15,0.49
GCAG,2002-11-15,0.59
GISTEMP,2002-11-15,.58
GISTEMP,2002-12-15,.43
GCAG,2002-12-15,0.49
GISTEMP,2003-01-15,0.75
GCAG,2003-01-15,0.71
GISTEMP,2003-02-15,0.58
GCAG,2003-02-15,0.59
GISTEMP,2003-03-15,0.59
GCAG,2003-03-15,0.61
GCAG,2003-04-15,0.58
GISTEMP,2003-04-15,0.55
GISTEMP,2003-05-15,0.6
GCAG,2003-05-15,0.62
GISTEMP,2003-06-15,.48
GCAG,2003-06-15,0.56
GISTEMP,2003-07-15,.58
GCAG,2003-07-15,0.6
GCAG,2003-08-15,0.66
GISTEMP,2003-08-15,.64
GISTEMP,2003-09-15,.62
GCAG,2003-09-15,0.65
GISTEMP,2003-10-15,.72
GCAG,2003-10-15,0.74
GISTEMP,2003-11-15,.53
GCAG,2003-11-15,0.57
GISTEMP,2003-12-15,.75
GCAG,2003-12-15,0.76
GISTEMP,2004-01-15,0.58
GCAG,2004-01-15,0.61
GISTEMP,2004-02-15,0.72
GCAG,2004-02-15,0.73
GCAG,2004-03-15,0.7
GISTEMP,2004-03-15,0.63
GCAG,2004-04-15,0.6
GISTEMP,2004-04-15,0.61
GCAG,2004-05-15,0.44
GISTEMP,2004-05-15,0.37
GCAG,2004-06-15,0.48
GISTEMP,2004-06-15,.44
GCAG,2004-07-15,0.47
GISTEMP,2004-07-15,.26
GISTEMP,2004-08-15,.46
GCAG,2004-08-15,0.52
GISTEMP,2004-09-15,.50
GCAG,2004-09-15,0.55
GCAG,2004-10-15,0.6
GISTEMP,2004-10-15,.60
GISTEMP,2004-11-15,.72
GCAG,2004-11-15,0.75
GISTEMP,2004-12-15,.50
GCAG,2004-12-15,0.51
GISTEMP,2005-01-15,0.74
GCAG,2005-01-15,0.65
GCAG,2005-02-15,0.55
GISTEMP,2005-02-15,0.6
GCAG,2005-03-15,0.74
GISTEMP,2005-03-15,0.74
GCAG,2005-04-15,0.72
GISTEMP,2005-04-15,0.67
GCAG,2005-05-15,0.66
GISTEMP,2005-05-15,0.62
GCAG,2005-06-15,0.67
GISTEMP,2005-06-15,.64
GISTEMP,2005-07-15,.61
GCAG,2005-07-15,0.66
GCAG,2005-08-15,0.63
GISTEMP,2005-08-15,.60
GCAG,2005-09-15,0.68
GISTEMP,2005-09-15,.71
GCAG,2005-10-15,0.68
GISTEMP,2005-10-15,.75
GCAG,2005-11-15,0.72
GISTEMP,2005-11-15,.73
GISTEMP,2005-12-15,.68
GCAG,2005-12-15,0.63
GCAG,2006-01-15,0.5
GISTEMP,2006-01-15,0.55
GCAG,2006-02-15,0.7
GISTEMP,2006-02-15,0.73
GCAG,2006-03-15,0.64
GISTEMP,2006-03-15,0.62
GCAG,2006-04-15,0.52
GISTEMP,2006-04-15,0.47
GISTEMP,2006-05-15,0.49
GCAG,2006-05-15,0.55
GCAG,2006-06-15,0.66
GISTEMP,2006-06-15,.65
GISTEMP,2006-07-15,.54
GCAG,2006-07-15,0.62
GISTEMP,2006-08-15,.70
GCAG,2006-08-15,0.65
GISTEMP,2006-09-15,.64
GCAG,2006-09-15,0.64
GCAG,2006-10-15,0.68
GISTEMP,2006-10-15,.69
GCAG,2006-11-15,0.64
GISTEMP,2006-11-15,.73
GISTEMP,2006-12-15,.79
GCAG,2006-12-15,0.79
GISTEMP,2007-01-15,1.02
GCAG,2007-01-15,0.92
GISTEMP,2007-02-15,0.7
GCAG,2007-02-15,0.68
GCAG,2007-03-15,0.66
GISTEMP,2007-03-15,0.72
GISTEMP,2007-04-15,0.76
GCAG,2007-04-15,0.73
GISTEMP,2007-05-15,0.69
GCAG,2007-05-15,0.6
GCAG,2007-06-15,0.55
GISTEMP,2007-06-15,.61
GISTEMP,2007-07-15,.60
GCAG,2007-07-15,0.56
GISTEMP,2007-08-15,.59
GCAG,2007-08-15,0.56
GCAG,2007-09-15,0.58
GISTEMP,2007-09-15,.59
GISTEMP,2007-10-15,.58
GCAG,2007-10-15,0.56
GCAG,2007-11-15,0.52
GISTEMP,2007-11-15,.58
GISTEMP,2007-12-15,.49
GCAG,2007-12-15,0.47
GCAG,2008-01-15,0.27
GISTEMP,2008-01-15,0.3
GCAG,2008-02-15,0.36
GISTEMP,2008-02-15,0.37
GISTEMP,2008-03-15,0.74
GCAG,2008-03-15,0.74
GISTEMP,2008-04-15,0.53
GCAG,2008-04-15,0.49
GISTEMP,2008-05-15,0.49
GCAG,2008-05-15,0.51
GISTEMP,2008-06-15,.49
GCAG,2008-06-15,0.53
GISTEMP,2008-07-15,.59
GCAG,2008-07-15,0.59
GISTEMP,2008-08-15,.46
GCAG,2008-08-15,0.56
GISTEMP,2008-09-15,.61
GCAG,2008-09-15,0.55
GISTEMP,2008-10-15,.66
GCAG,2008-10-15,0.67
GISTEMP,2008-11-15,.68
GCAG,2008-11-15,0.66
GISTEMP,2008-12-15,.54
GCAG,2008-12-15,0.54
GISTEMP,2009-01-15,0.64
GCAG,2009-01-15,0.6
GCAG,2009-02-15,0.55
GISTEMP,2009-02-15,0.52
GCAG,2009-03-15,0.57
GISTEMP,2009-03-15,0.53
GCAG,2009-04-15,0.62
GISTEMP,2009-04-15,0.61
GCAG,2009-05-15,0.58
GISTEMP,2009-05-15,0.65
GCAG,2009-06-15,0.67
GISTEMP,2009-06-15,.64
GCAG,2009-07-15,0.66
GISTEMP,2009-07-15,.73
GCAG,2009-08-15,0.72
GISTEMP,2009-08-15,.68
GCAG,2009-09-15,0.72
GISTEMP,2009-09-15,.72
GCAG,2009-10-15,0.64
GISTEMP,2009-10-15,.64
GCAG,2009-11-15,0.7
GISTEMP,2009-11-15,.79
GCAG,2009-12-15,0.65
GISTEMP,2009-12-15,.67
GCAG,2010-01-15,0.73
GISTEMP,2010-01-15,0.75
GCAG,2010-02-15,0.79
GISTEMP,2010-02-15,0.83
GISTEMP,2010-03-15,0.92
GCAG,2010-03-15,0.87
GISTEMP,2010-04-15,0.84
GCAG,2010-04-15,0.85
GISTEMP,2010-05-15,0.75
GCAG,2010-05-15,0.77
GCAG,2010-06-15,0.74
GISTEMP,2010-06-15,.67
GISTEMP,2010-07-15,.62
GCAG,2010-07-15,0.73
GISTEMP,2010-08-15,.66
GCAG,2010-08-15,0.69
GISTEMP,2010-09-15,.63
GCAG,2010-09-15,0.62
GCAG,2010-10-15,0.63
GISTEMP,2010-10-15,.70
GISTEMP,2010-11-15,.81
GCAG,2010-11-15,0.74
GISTEMP,2010-12-15,.44
GCAG,2010-12-15,0.46
GISTEMP,2011-01-15,0.52
GCAG,2011-01-15,0.46
GISTEMP,2011-02-15,0.47
GCAG,2011-02-15,0.45
GISTEMP,2011-03-15,0.65
GCAG,2011-03-15,0.6
GISTEMP,2011-04-15,0.65
GCAG,2011-04-15,0.62
GISTEMP,2011-05-15,0.53
GCAG,2011-05-15,0.55
GISTEMP,2011-06-15,.62
GCAG,2011-06-15,0.64
GISTEMP,2011-07-15,.70
GCAG,2011-07-15,0.65
GISTEMP,2011-08-15,.74
GCAG,2011-08-15,0.65
GISTEMP,2011-09-15,.56
GCAG,2011-09-15,0.59
GISTEMP,2011-10-15,.66
GCAG,2011-10-15,0.61
GISTEMP,2011-11-15,.58
GCAG,2011-11-15,0.49
GISTEMP,2011-12-15,.60
GCAG,2011-12-15,0.55
GISTEMP,2012-01-15,0.49
GCAG,2012-01-15,0.44
GISTEMP,2012-02-15,0.49
GCAG,2012-02-15,0.45
GCAG,2012-03-15,0.51
GISTEMP,2012-03-15,0.58
GCAG,2012-04-15,0.73
GISTEMP,2012-04-15,0.72
GCAG,2012-05-15,0.74
GISTEMP,2012-05-15,0.78
GCAG,2012-06-15,0.72
GISTEMP,2012-06-15,.64
GCAG,2012-07-15,0.7
GISTEMP,2012-07-15,.58
GCAG,2012-08-15,0.7
GISTEMP,2012-08-15,.64
GCAG,2012-09-15,0.74
GISTEMP,2012-09-15,.72
GCAG,2012-10-15,0.7
GISTEMP,2012-10-15,.79
GCAG,2012-11-15,0.7
GISTEMP,2012-11-15,.78
GCAG,2012-12-15,0.47
GISTEMP,2012-12-15,.53
GCAG,2013-01-15,0.62
GISTEMP,2013-01-15,0.7
GCAG,2013-02-15,0.66
GISTEMP,2013-02-15,0.62
GCAG,2013-03-15,0.66
GISTEMP,2013-03-15,0.67
GCAG,2013-04-15,0.58
GISTEMP,2013-04-15,0.54
GCAG,2013-05-15,0.68
GISTEMP,2013-05-15,0.6
GCAG,2013-06-15,0.69
GISTEMP,2013-06-15,.68
GISTEMP,2013-07-15,.60
GCAG,2013-07-15,0.66
GISTEMP,2013-08-15,.69
GCAG,2013-08-15,0.68
GCAG,2013-09-15,0.68
GISTEMP,2013-09-15,.77
GCAG,2013-10-15,0.66
GISTEMP,2013-10-15,.69
GCAG,2013-11-15,0.81
GISTEMP,2013-11-15,.83
GCAG,2013-12-15,0.67
GISTEMP,2013-12-15,.69
GCAG,2014-01-15,0.69
GISTEMP,2014-01-15,0.75
GISTEMP,2014-02-15,0.55
GCAG,2014-02-15,0.48
GISTEMP,2014-03-15,0.78
GCAG,2014-03-15,0.76
GCAG,2014-04-15,0.8
GISTEMP,2014-04-15,0.79
GCAG,2014-05-15,0.8
GISTEMP,2014-05-15,0.86
GCAG,2014-06-15,0.77
GISTEMP,2014-06-15,.67
GISTEMP,2014-07-15,.58
GCAG,2014-07-15,0.71
GCAG,2014-08-15,0.82
GISTEMP,2014-08-15,.82
GISTEMP,2014-09-15,.87
GCAG,2014-09-15,0.79
GCAG,2014-10-15,0.76
GISTEMP,2014-10-15,.80
GCAG,2014-11-15,0.64
GISTEMP,2014-11-15,.66
GCAG,2014-12-15,0.81
GISTEMP,2014-12-15,.78
GISTEMP,2015-01-15,0.85
GCAG,2015-01-15,0.83
